word,selected_sentence,sentence_length,original_frequency,tokens,token_num
centre,Carrowmore represents a foundation point and a centre point in a Neolithic landscape.,13,952,['▁centre'],1
money,"They called police, who also discovered another briefcase full of money in the woods.",14,950,['▁money'],1
length,"Henry of Navarre beat his rivals by 3/4 length, earning Horse of the Year honors.",15,948,['▁length'],1
movie,Time and Place – A lockdown movie originally shown Rebellion 2020 Online Festival.,13,946,['▁movie'],1
function,"The hotel also has of meeting and function space including a ballroom, outdoor venues and a business center.",18,944,['▁function'],1
route,"With population and traffic growth, the scenic winding highway route was beset by traffic jams, especially at peak holiday times.",20,943,['▁route'],1
code,Harris taught the others a special code that he had learned at a survival training.,15,939,['▁code'],1
newspaper,"Later, he decided to publish Il'ko Sova z Bajusova in Narodny novinky (a Rusyn newspaper).",15,938,['▁newspaper'],1
tour,"""T"" indicates tied for ranking position References Ladies European Tour A Ladies European Tour Ladies European Tour wins",18,936,['▁tour'],1
activity,"Glucocorticoid activity Some progestogens, mainly certain 17α-hydroxyprogesterone derivatives, have weak glucocorticoid activity.",12,931,['▁activity'],1
star,"Alpha Gruis is a single, B-type main-sequence star located at a distance of .",14,930,['▁star'],1
value,"Each vertex has one child whose value is less than 1, , because of course .",16,928,['▁value'],1
murder,He's wrapping up a murder investigation in which a bookkeeper is murdered by his landlady.,15,925,['▁murder'],1
access,"Location and access The dam is located at (32.37393, -97.68753).",10,925,['▁access'],1
editor,Since 2004 he is an editor of the Annals of Mathematics.,11,925,['▁editor'],1
problem,It is the common word related to the mental problem accredited by clinical psychologists.,14,921,['▁problem'],1
decision,The fact that by then Herlaar was under control of the Republic might have influenced this decision.,17,919,['▁decision'],1
museum,"His work is on display at the Adolf Wölfli Foundation in the Museum of Fine Art, Bern.",17,915,['▁museum'],1
feature,"In 2013, she made her feature film directorial debut Alias, which ""follows aspiring rappers trying to escape the gangster life.""",20,914,['▁feature'],1
personnel,List of chairmen References Veterans' organizations ZANU–PF Zimbabwean military personnel 1989 establishments in Zimbabwe Organizations established in 1989,18,913,['▁personnel'],1
husband,"In 1954, Solange formally accused SS officer Helmut Knochen of having kidnapped her husband.",14,912,['▁husband'],1
sport,Production electric cars Soul EV Subcompact crossover sport utility vehicles Cars introduced in 2014,14,912,['▁sport'],1
channel,"For instance, as the capillary pressure increases, a wettable surface in a channel will pull the liquid through the conduit.",20,910,['▁channel'],1
scene,"Co-producer Leonard Chang suggested that the series could apply Aristotle's Poetics for the scene, highlighting the motivations of the characters.",20,910,['▁scene'],1
council,The Court went on to find that the Discipline Council's decision to reprimand Doré was not an unreasonable balance.,19,903,['▁council'],1
marriage,"From her second marriage, Sanapia had a son and daughter.",10,899,['▁marriage'],1
status,The position has the rank and status of an ambassador extraordinary and plenipotentiary.,13,898,['▁status'],1
evidence,Exceeding these limits only in the best of driving conditions is considered prima facie evidence of speeding.,17,895,['▁evidence'],1
disease,Infection: The insertion of the IUD does have a small risk of pelvic inflammatory disease (PID).,16,894,['▁disease'],1
total,A total of 30 Snarks were deployed to the USAF's first and only long-range cruise missile base.,17,889,['▁total'],1
gun,"She was pierced for 18 guns but mounted 17, fourteen 6-pounder guns, two 18-pounder carronades, and one 9-pounder gun.",19,886,['▁gun'],1
volume,"In 2015, Lapwing Publications (Belfast) published Morrison's volume Shadows Waltz Haltingly.",11,881,['▁volume'],1
poet,The people of Lima knew him as el Virrey poeta (The Poet Viceroy) because of his literary talent.,18,879,['▁poet'],1
majority,A large majority of the Croatian population declare themselves to be members of the Catholic Church.,16,879,['▁majority'],1
text,Classification Pre-qualifying Qualifying Race Championship standings after the race Bold text indicates the World Champions.,15,878,['▁text'],1
composer,"Tristin Norwell is a British music composer, producer, mixer, arranger, and musician.",12,877,['▁composer'],1
sister,"Another sister, Umm Fadl, was married to Abbas ibn Abd al-Muttalib, another uncle of Muhammad.",15,876,['▁sister'],1
theory,"Gestalt Educational Program: Theory and Design in the Age of New Objectivity, Islamabad and Rawalpindi, 2011.",16,876,['▁theory'],1
fact,The fact that by then Herlaar was under control of the Republic might have influenced this decision.,17,872,['▁fact'],1
sea,"It is found in dry deciduous forest on lateritic soils near the coast, between sea level and 28 meters elevation.",20,871,['▁sea'],1
painting,"His first exhibition at the Salon came in 1831 with the painting Interieur del Salon, which won him immediate fame.",20,869,['▁painting'],1
champion,This was just the fourth time that no World Series champion was decided within the traditional month of October.,19,867,['▁champion'],1
income,"Males had a median income of $28,365 versus $19,861 for females.",11,867,['▁income'],1
food,"History According to local legend, when the Qianlong Emperor came to Danyang, officials could not take expensive and delicate food.",20,864,['▁food'],1
response,"In 1997, the government of Denmark contemplated banning all outlaw biker clubs in response to the Great Nordic Biker War.",20,864,['▁response'],1
east,Yet the first fights started to the north-east of the Polish capital.,12,862,['▁east'],1
battle,"His illegitimate son by a Slav mistress, Otto, tried to succeed his brother, but was defeated and killed in battle.",20,861,['▁battle'],1
border,"The new square is a single tier area, including the re-creation of an ancient border which once divided Nottingham.",19,859,['▁border'],1
army,"The Pernambuco Police Regiment had the structure of an army, but it was not even capable of defeating the cangaço.",20,856,['▁army'],1
management,"Of its expenses, the most went to printing and postage (), administrative expenses (), and management ().",17,855,['▁management'],1
trial,He took part in the International Criminal Tribunal for the Former Yugoslavia and was lead prosecutor at Slobodan Milošević's trial.,20,852,['▁trial'],1
rest,Covering Islam: how the media and the experts determine how we see the rest of the world.,17,851,['▁rest'],1
meeting,during his speech at the 52nd meeting of the National Development Council.,12,851,['▁meeting'],1
hospital,"Philanthropy On December 21, 2019, Rinaudo held a charity stream for St. David's Children's Hospital in Austin, Texas.",18,850,['▁hospital'],1
influence,"According to some reports, there are about 12000 inhabitants in the area of influence of this neighborhood.",17,849,['▁influence'],1
bridge,Ava arrives at the bridge but is intercepted by a police cruiser.,12,848,['▁bridge'],1
front,"The Indian army starts moving forces to nearby locations, preparing to attack if Pakistan tries to open the Western front.",20,848,['▁front'],1
score,An Aggie fumble led to a second Penn State touchdown which tied the score at 14–14.,16,846,['▁score'],1
one,"In one-panel, a new counterpart to Jay Garrick is shown, among other Justice Society of America characters.",17,842,['▁one'],1
journalist,"Donna Gaines is a sociologist, journalist, and social worker in the United States.",13,838,['▁journalist'],1
faculty,"Institute staff work with professional filmmakers, some of whom are Cinema Department faculty at San Francisco State University.",18,834,"['▁fac', 'ulty']",2
product,"North America The comparable cleaning product in Canada and the US is trisodium phosphate, also known as ""TSP"".",18,832,['▁product'],1
color,Artworks In the 1970s Priest worked in abstraction using large striped areas of color in her work.,17,830,['▁color'],1
king,Her prayers are heard and she digs a hole to the king's stables.,13,830,['▁king'],1
post,"History The Buckingham post office operated from December 21, 1888, until July 1, 1966.",14,829,['▁post'],1
return,Sometimes a desire is expressed to hasten Jesus' return and the events that will precede it according to biblical prophecy.,20,829,['▁return'],1
judge,"In private life, the judge, like his son John, was a highly knowledgeable musician.",14,829,['▁judge'],1
